Street#,Dir,Street,Type_,Post Dir,Loc,Zip,Council,Neighborhood,Referred,Down & Clear
1930,,Bank,St,,Entire,40203,5,Portland,8/3/2015,1/30/2017
2613,W,Madison,St,,Entire,40211,5,Russell,3/24/2015,1/30/2017
1028,,Dresden,Ave,,Garage,40215,15,Wyandotte/Oakdale,6/14/2016,1/31/2017
11101,,Harrison,Ln,,Entire,40118,13,Fairdale,6/26/2015,1/31/2017
1509,W,Market,St,,Entire,40203,4,Portland,12/2/2015,1/31/2017
1924,,Lytle,St,,Entire,40203,5,Portland,10/30/2015,2/1/2017
2311,,Ratcliffe,Ave,,Garage,40210,3,Lake Dreamland,6/16/2016,2/1/2017
2506,,Rowan,St,,Entire,40212,5,Portland,11/11/2015,2/9/2017
2121,,Duncan,St,,Entire,40212,5,Portland,4/21/2016,2/10/2017
126,,Pope,St,,Rear,40206,9,Clifton,2/10/2017,2/15/2017
2118,,Greenwood,Ave,,Entire,40210,6,California,7/31/2015,2/16/2017
1101,,Dixie,Hwy,,Entire,40210,6,California,2/6/2017,2/23/2017
2316,,Magazine,St,,Entire,40211,6,Russell,5/13/2016,2/23/2017
1828,W,Main,St,,Entire,40203,4,Portland,12/30/2015,3/7/2017
3502,,7th Street,Rd,,Entire,40216,3,Shively,1/30/2017,3/8/2017
2716,,Bank,St,,Entire,40212,5,Portland,3/17/2017,3/20/2017
3351,,Camp Ground,Rd,,Entire,40211,1,Lake Dreamland,12/16/2015,3/23/2017
406,N,21st,St,,Entire,40203,5,Portland,2/17/2016,3/27/2017
318,N,22nd,St,,Entire,40212,5,Portland,8/31/2016,3/27/2017
2510,,Columbia,St,,Entire,40212,5,Portland,3/28/2016,4/11/2017
310,E,Jacob,St,,Entire,40203,4,Smoketown,3/14/2017,4/14/2017
727,,Coke,St,,Entire,40203,4,Smoketown,7/19/2016,4/18/2017
1824,,Baird,St,,Entire,40203,5,Portland,2/24/2017,4/20/2017
2019,,Bank,St,,Entire,40203,5,Portland,4/3/2017,4/20/2017
1926,,Rowan,St,,Entire,40203,4,Portland,11/24/2014,4/20/2017
1216,S,15th,St,,Entire,40210,6,Park Hill,10/2/2014,4/24/2017
2043,S,41st,St,,Entire,40211,1,Remainder of City,7/15/2015,5/11/2017
2045,S,41st,St,,Entire,40211,1,Remainder of City,7/5/2015,5/11/2017
1117,W,Hill,St,,Entire,40210,6,Park Hill,4/25/2017,5/24/2017
1119,W,Hill,St,,Entire,40210,6,Park Hill,4/25/2017,5/24/2017
863,S,23rd,St,,Entire,40211,6,California,9/1/2015,6/5/2017
2635,,Greenwood,Ave,,Entire,40211,6,Parkland,10/9/2015,6/19/2017
720,,Lampton,St,,Entire,40203,4,Smoketown,4/27/2016,6/20/2017
1830,W,Jefferson,St,,Entire,40203,4,Russell,6/9/2017,6/23/2017
672,S,26th,St,,Entire,40211,5,Russell,3/27/2015,6/27/2017
335,N,23rd,St,,Entire,40212,5,Portland,4/29/2015,6/30/2017
113,S,41st,St,,Entire,40212,5,Shawnee,3/4/2016,6/30/2017
2120,,Allston,Ave,,Garage,40210,3,Lake Dreamland,2/23/2016,6/30/2017
2438,,Bank,St,,Entire,40212,5,Portland,11/16/2016,6/30/2017
2506,,Bolling,Ave,,Entire,40210,3,Park Hill,10/7/2015,6/30/2017
2329,,Cedar,St,,Entire,40212,4,Russell,7/15/2015,6/30/2017
2309,W,Chestnut,St,,Entire,40211,4,Russell,7/17/2015,6/30/2017
4617,,Hopewell,Rd,,Entire,40299,20,Jeffersontown,4/13/2016,6/30/2017
2019,W,Jefferson,St,,Entire,40203,4,Russell,3/17/2017,6/30/2017
1833,,Northwestern,Pky,,Entire,40203,5,Portland,3/14/2017,6/30/2017
1021,E,Washington,St,,Entire,40206,4,Butchertown,9/1/2016,6/30/2017
1615,E,Rockford,Ln,,Entire,40216,3,Shively,5/30/2017,7/11/2017
2917,,Virginia,Ave,,Entire,40211,1,Parkland,5/16/2016,7/27/2017
2561,,Bank,St,,Entire,40212,5,Portland,12/31/2015,7/31/2017
2905,,Bank,St,,Entire,40212,5,Portland,1/6/2016,7/31/2017
2040,,Portland,Ave,,Entire,40203,5,Portland,10/1/2015,8/1/2017
542,N,17th,St,,Entire,40203,5,Portland,2/9/2016,8/10/2017
301,N,26th,St,,Entire,40212,5,Portland,2/19/2016,8/14/2017
2323,,Rowan,St,,Entire,40212,4,Portland,8/16/2016,8/17/2017
661,S,23rd,St,,Entire,40211,6,Russell,8/6/2015,8/18/2017
621,W,Kentucky,St,,Entire,40203,6,Limerick,2/8/2017,8/21/2017
1166,S,41st,St,,Entire,40211,1,Chickasaw,5/19/2015,8/30/2017
4010,,Churchman,Ave,,Entire,40215,15,Hazelwood,8/9/2017,8/30/2017
6702,,Kenmore,Ave,,Entire,40216,1,Lake Dreamland,8/15/2017,8/30/2017
1826,,Standard,Ave,,Entire,40210,3,Park Hill,10/14/2016,8/30/2017
2512,,Garfield,Ave,,Entire,40212,5,Portland,3/1/2017,9/7/2017
4004,,Greenwood,Ave,,Entire,40211,1,Chickasaw,11/28/2016,9/11/2017
2502,,St Cecilia,St,,Entire,40212,5,Portland,3/27/2015,9/11/2017
2727,,Dumesnil,St,,Entire,40211,1,Parkland,4/25/2016,9/12/2017
2321,,Magazine,St,,Entire,40211,4,Russell,3/7/2016,9/13/2017
1146,,Louis Coleman Jr,Dr,,Entire,40210,1,Park Hill,1/18/2017,9/19/2017
1210,,Tennessee,Ave,,Entire,40208,6,Taylor Berry,9/6/2017,9/25/2017
3304,,Rudd,Ave,,Entire,40212,5,Portland,9/12/2017,9/28/2017
2719,W,Market,St,,Entire,40212,5,Portland,2/2/2017,10/2/2017
1335,,Olive,St,,Entire,40211,1,Parkland,6/15/2016,10/2/2017
103,N,30th,St,,Entire,40212,5,Portland,2/7/2017,10/5/2017
2827,,Northwestern,Pky,,Entire,40212,5,Portland,4/29/2015,10/5/2017
2312,W,Madison,St,,Entire,40211,4,Russell,6/13/2016,10/16/2017
3811,,Vermont,Ave,,Entire,40211,5,Shawnee,6/22/2015,10/16/2017
6609,,Elmwood,St,,Entire,40216,1,Lake Dreamland,10/10/2017,10/23/2017
1146,S,Preston,St,,Entire,40203,6,Shelby Park,9/26/2017,10/24/2017
425,N,28th,St,,Entire,40212,5,Portland,3/3/2016,10/30/2017
1765,W,Gaulbert,Ave,,Entire,40210,3,Algonquin,5/1/2015,10/30/2017
2317,W,Muhammad Ali,Blvd,,Entire,40212,4,Russell,8/29/2016,10/30/2017
2015,,Woodland,Ave,,Entire,40210,6,Park Hill,6/13/2016,11/1/2017
2822,W,Chestnut,St,,Entire,40211,5,Russell,9/22/2016,11/7/2017
2824,W,Chestnut,St,,Entire,40211,5,Russell,5/16/2017,11/7/2017
518,N,17th,St,,Entire,40203,5,Portland,9/14/2015,11/27/2017
520,N,17th,St,,Entire,40203,5,Portland,8/27/2015,11/27/2017
720,S,23rd,St,,Entire,40211,6,California,4/20/2015,11/27/2017
2537,,Owen,St,,Entire,40212,5,Portland,11/28/2016,11/27/2017
408,,Camp,St,,Entire,40203,4,Shelby Park,10/31/2017,12/8/2017
2613,,Portland,Ave,,Entire,40212,5,Portland,11/17/2017,12/11/2017
2435,,Elliott,Ave,,Entire,40211,3,Russell,3/20/2015,12/20/2017
2124,,Grand,Ave,,Entire,40210,6,California,10/23/2015,12/20/2017
709,N,34th,St,,Entire,40212,5,Portland,2/2/2016,12/29/2017
2903,W,Market,St,,Entire,40212,5,Portland,12/21/2016,12/29/2017
1859,W,Ormsby,Ave,,Entire,40210,6,Park Hill,10/30/2015,1/5/2018
2106,W,Ormsby,Ave,,Entire,40210,6,Park Hill,11/5/2015,1/5/2018
677,S,38th,St,,Entire,40211,5,Shawnee,3/20/2017,1/9/2018
3403,,Shanks,Ln,H,Entire,40216,1,Lake Dreamland,2/24/2017,1/11/2018
3403,,Shanks,Ln,,Entire,40216,1,Lake Dreamland,2/24/2017,1/11/2018
1712,W,Madison,St,,Entire,40203,4,Russell,12/11/2017,1/17/2018
4723,S,Overbrook,Dr,,Entire,40216,1,Lake Dreamland,9/20/2016,1/17/2018
2708,W,Chestnut,St,,Garage,40211,5,Russell,8/24/2017,1/24/2018
2423,,Elliott,Ave,,Entire,40211,6,Russell,4/4/2016,1/29/2018
2520,,Elliott,Ave,,Entire,40211,6,Russell,1/5/2018,1/29/2018
1008,S,32nd,St,,Entire,40211,1,Parkland,11/18/2016,1/30/2018
1520,,Hale,Ave,,Entire,40210,6,California,1/18/2017,1/31/2018
216,N,26th,St,,Entire,40212,5,Portland,11/16/2015,2/1/2018
1503,,Bicknell,Ave,,Entire,40215,15,Hazelwood,3/17/2017,2/1/2018
1821,W,Oak,St,,Entire,40210,6,California,5/13/2016,2/1/2018
3610,W,Muhammad Ali,Blvd,,Entire,40212,5,Shawnee,9/1/2016,2/5/2018
2419,,Bank,St,,Entire,40212,5,Portland,9/11/2015,2/20/2018
2434,,Elliott,Ave,,Entire,40211,6,Russell,1/29/2018,2/20/2018
6611,,Elmwood,St,,Entire,40216,1,Lake Dreamland,2/1/2018,2/20/2018
2711,,Elliott,Ave,,Entire,40211,6,Russell,7/30/2015,2/21/2018
1202,,Bourbon,Ave,,Entire,40213,10,Prestonia,1/24/2018,2/27/2018
114,,Dr W J Hodge,St,,Entire,40203,4,Portland,1/29/2018,3/6/2018
534,,Caldwell,St,,Entire,40203,4,Smoketown,7/7/2015,3/7/2018
1271,S,Floyd,St,,Rear,40203,6,Old Louisville,2/22/2018,3/7/2018
1527,,Dumesnil,St,,Entire,40210,6,Park Hill,9/22/2016,3/8/2018
2230,,Magazine,St,,Entire,40211,6,Russell,9/29/2016,3/12/2018
1636,,Nelligan,Ave,,Outbuilding,40203,5,Portland,9/12/2017,3/13/2018
2707,W,Kentucky,St,,Entire,40211,6,Parkland,11/18/2016,3/19/2018
2609,W,Jefferson,St,,Entire,40212,5,Russell,11/18/2016,4/11/2018
1260,S,Preston,St,,Entire,40203,6,Shelby Park,3/12/2018,4/11/2018
2412,,Dumesnil,St,,Entire,40210,6,Park Hill,7/10/2017,4/25/2018
534,N,31st,St,,Entire,40212,5,Portland,6/13/2017,5/14/2018
321,N,25th,St,R,Entire,40212,5,Portland,6/27/2017,5/15/2018
1638,,Nelligan,Ave,,Entire,40203,5,Portland,4/10/2018,5/23/2018
965,S,7th,St,,Entire,40203,6,Limerick,2/8/2017,5/25/2018
954,S,Floyd,St,,Entire,40203,4,Old Louisville,5/9/2018,5/29/2018
430,N,26th,St,,Entire,40212,5,Portland,4/27/2018,6/11/2018
967,S,7th,St,,Entire,40203,6,Limerick,11/18/2016,6/14/2018
2606,W,Madison,St,,Entire,40211,5,Russell,7/31/2015,6/18/2018
2334,W,Madison,St,,Entire,40211,4,Russell,2/15/2017,6/21/2018
2708,W,Madison,St,,Entire,40211,5,Russell,11/18/2016,6/21/2018
1711,,Meyers,Ln,,Entire,40216,3,Pleasure Ridge Park,5/3/2018,6/21/2018
2625,W,Madison,St,,Entire,40211,5,Russell,7/9/2015,6/26/2018
126,N,20th,St,,Entire,40203,4,Portland,7/28/2017,6/29/2018
128,N,20th,St,,Entire,40203,4,Portland,12/29/2016,6/29/2018
2017,,Bank,St,,Entire,40203,5,Portland,6/15/2018,6/29/2018
2000,,Duncan,St,,Entire,40203,5,Portland,6/18/2018,7/6/2018
935,E,Madison,St,,Entire,40204,4,Phoenix Hill,4/23/2018,7/12/2018
2611,W,Muhammad Ali,Blvd,,Entire,40212,5,Russell,11/17/2017,7/12/2018
102,N,26th,St,,Entire,40212,5,Portland,12/21/2017,7/17/2018
303,N,26th,St,,Entire,40212,5,Portland,8/23/2017,7/17/2018
1034,S,28th,St,,Entire,40211,1,Parkland,6/25/2018,7/17/2018
2822,,Garfield,Ave,,Entire,40212,5,Portland,5/24/2018,7/17/2018
2720,,Slevin,St,,Entire,40212,5,Portland,9/22/2016,7/17/2018
3502,,7th Street,Rd,,Entire,40216,3,Shively,1/30/2017,7/19/2018
454,N,25th,St,,Entire,40212,5,Portland,8/16/2017,7/30/2018
2219,,Congress,St,,Entire,40212,4,Russell,9/22/2016,7/30/2018
2125,,Magazine,St,,Entire,40211,4,Russell,4/4/2017,7/30/2018
2302,,Magazine,St,,Entire,40211,6,Russell,5/16/2017,7/30/2018
6401,,River,Rd,,Entire,40059,16,Harrods Creek,12/7/2016,8/7/2018
2200,,Dumesnil,St,,Entire,40210,6,Park Hill,2/29/2016,8/10/2018
1731,,Lytle,St,,Entire,40203,5,Portland,8/17/2016,8/10/2018
1348,S,26th,St,,Entire,40210,1,Park Hill,10/11/2016,8/13/2018
2745,W,Market,St,,Entire,40212,5,Portland,11/17/2017,8/13/2018
2749,W,Market,St,,Entire,40212,5,Portland,6/24/2015,8/13/2018
9911,,Mary Dell,Ln,,Entire,40291,20,Fern Creek,2/2/2017,8/13/2018
1855,W,Ormsby,Ave,,Entire,40210,6,Park Hill,11/17/2017,8/13/2018
2906,,Woodland,Ave,,Entire,40211,1,Parkland,7/23/2018,8/24/2018
621,S,22nd,St,,Entire,40211,4,Russell,11/17/2017,8/29/2018
223,S,23rd,St,,Entire,40212,4,Russell,11/18/2016,8/29/2018
215,S,24th,St,,Entire,40212,4,Russell,8/17/2017,8/29/2018
317,,Bayly,Ave,,Rear,40206,9,Crescent Hill,7/31/2018,8/29/2018
1818,,Duncan,St,,Entire,40203,5,Portland,8/3/2016,8/29/2018
926,,Euclid,Ave,,Entire,40208,6,Taylor Berry,3/27/2018,8/29/2018
1917,,Duncan,St,,Entire,40203,5,Portland,8/17/2018,8/30/2018
2328,,St Louis,Ave,,Entire,40210,6,Park Hill,8/15/2018,8/30/2018
2330,,St Louis,Ave,,Entire,40210,6,Park Hill,8/15/2018,8/30/2018
624,,Louis Coleman Jr,Dr,,Entire,40211,5,Shawnee,12/21/2017,9/10/2018
2911,W,Muhammad Ali,Blvd,,Entire,40212,5,Russell,2/24/2018,9/10/2018
1710,W,St Catherine,St,,Entire,40210,6,California,12/21/2017,9/10/2018
101,N,34th,St,,Entire,40212,5,Shawnee,12/21/2017,9/11/2018
521,N,19th,St,,Entire,40203,5,Portland,1/15/2018,9/17/2018
2427,,St Xavier,St,,Entire,40212,5,Portland,11/27/2017,9/17/2018
127,S,40th,St,,Entire,40212,5,Shawnee,5/19/2017,9/18/2018
1510,,Bicknell,Ave,,Entire,40215,15,Hazelwood,3/17/2017,9/20/2018
1532,,Dumesnil,St,,Entire,40210,6,Park Hill,9/17/2018,10/5/2018
1536,,Dumesnil,St,,Entire,40210,6,Park Hill,9/17/2018,10/5/2018
1921,W,Main,St,,Entire,40203,4,Portland,9/18/2018,10/5/2018
1814,W,Market,St,,Entire,40203,4,Russell,2/24/2017,10/8/2018
9922,,Plaudit,Way,R,Outbuilding,40272,14,Pleasure Ridge Park,5/10/2018,10/9/2018
2229,,Cedar,St,,Entire,40212,4,Russell,12/5/2017,10/15/2018
435,,Dr W J Hodge,St,,Entire,40203,4,Russell,4/10/2018,10/22/2018
3713,,Greenwood,Ave,,Entire,40211,1,Chickasaw,3/2/2018,10/22/2018
4612,E,Overbrook,Dr,,Entire,40216,1,Lake Dreamland,8/1/2017,10/30/2018
1771,W,Hill,St,,Garage,40210,3,Park Hill,2/12/2018,10/31/2018
2515,,St Xavier,St,,Entire,40212,5,Portland,1/10/2018,10/31/2018
2519,,St Xavier,St,,Entire,40212,5,Portland,2/19/2018,10/31/2018
2809,S,5th,St,,Entire,40208,15,South Louisville,10/15/2018,11/2/2018
2811,S,5th,St,,Entire,40208,15,South Louisville,10/15/2018,11/2/2018
523,N,19th,St,,Entire,40203,5,Portland,10/26/2018,11/9/2018
1519,,Gallagher,St,,Entire,40210,6,California,6/25/2018,11/9/2018
48,,Nichols,Dr,,Garage,40215,15,Jacobs,10/25/2018,11/9/2018
2719,W,Madison,St,,Entire,40211,5,Russell,5/16/2017,11/13/2018
332,N,27th,St,,Entire,40212,5,Portland,4/4/2017,11/16/2018
1845,,Bank,St,,Entire,40203,5,Portland,1/15/2018,11/19/2018
2527,W,Market,St,,Entire,40212,5,Portland,11/28/2017,11/20/2018
2122,W,Ormsby,Ave,,Entire,40210,3,Park Hill,6/19/2017,11/20/2018
3020,,Bank,St,,Entire,40212,5,Portland,12/5/2017,11/27/2018
3322,,Rudd,Ave,,Entire,40212,5,Portland,10/26/2018,11/27/2018
2614,W,Main,St,,Entire,40212,5,Portland,12/21/2017,12/10/2018
2703,W,Main,St,,Entire,40212,5,Portland,1/17/2018,12/10/2018
2512,W,Jefferson,St,,Entire,40212,5,Russell,11/14/2018,12/12/2018
1817,W,Market,St,,Entire,40203,4,Portland,8/15/2017,12/12/2018
113,S,19th,St,,Entire,40203,3,Portland,11/21/2018,12/18/2018
920,S,Jackson,St,,Entire,40203,4,Smoketown,11/9/2017,12/18/2018
967,,Logan,St,,Entire,40204,4,Smoketown,11/19/2018,12/18/2018
355,N,23rd,St,,Entire,40212,5,Portland,9/26/2018,12/21/2018
2222,W,Madison,St,,Entire,40211,4,Russell,11/30/2018,12/21/2018
401,,Louis Coleman Jr,Dr,,Entire,40212,5,Shawnee,12/13/2018,12/24/2018
568,,Lilly,Ave,,Entire,40217,15,Saint Joseph,12/12/2018,1/4/2019
2014,W,Market,St,,Entire,40203,4,Russell,12/28/2017,1/4/2019
3117,W,Jefferson,St,,Entire,40212,5,Russell,5/2/2018,1/7/2019
2415,,Lytle,St,,Entire,40212,5,Portland,9/24/2018,1/7/2019
403,,Louis Coleman Jr,Dr,,Entire,40212,5,Shawnee,12/26/2018,1/10/2019
119,S,23rd,St,,Entire,40212,4,Portland,4/16/2018,1/14/2019
319,N,20th,St,,Entire,40203,5,Portland,5/14/2018,1/18/2019
222,S,24th,St,,Entire,40212,5,Russell,1/9/2019,1/18/2019
2200,W,Oak,St,,Entire,40210,6,Park Hill,7/18/2018,1/18/2019
1700,,Owen,St,,Entire,40203,5,Portland,12/19/2018,1/18/2019
314,N,27th,St,,Entire,40212,5,Portland,1/22/2019,2/4/2019
316,N,27th,St,,Entire,40212,5,Portland,12/14/2018,2/4/2019
419,N,28th,St,,Entire,40212,5,Portland,11/9/2017,2/4/2019
336,N,22nd,St,,Entire,40212,5,Portland,8/1/2017,2/5/2019
1322,S,32nd,St,,Garage,40211,1,Parkland,8/3/2018,2/15/2019
1919,W,Madison,St,,Garage,40203,4,Russell,8/20/2018,2/15/2019
2800,,Slevin,St,,Entire,40212,5,Portland,4/24/2018,2/15/2019
2912,,Virginia,St,,Entire,40211,1,Parkland,1/29/2019,2/15/2019
1651,,Nelligan,Ave,,Entire,40203,5,Portland,2/6/2019,2/22/2019
1644,,Northwestern,Park,,Entire,40203,5,Portland,2/6/2019,2/22/2019
512,S,28th,St,,Entire,40211,5,Russell,4/24/2018,2/28/2019
1712,,Lytle,St,,Entire,40203,5,Portland,11/6/2018,2/28/2019
3352,,Peachtree,St,,Entire,40215,15,South Louisville,7/26/2018,2/28/2019
200,N,26th,St,,Entire,40212,5,Portland,1/30/2019,3/4/2019
2608,,Rowan,St,,Entire,40212,5,Portland,2/21/2019,3/4/2019
1008,S,28th,St,,Entire,40211,6,Parkland,10/30/2017,3/8/2019
2201,W,Chestnut,St,,Entire,40211,4,Russell,2/20/2019,3/8/2019
4432,,Wilshire,Ave,,Entire,40216,1,Lake Dreamland,2/12/2019,3/8/2019
3216,,Kirby,Ave,,Entire,40211,1,Parkland,4/29/2019,3/13/2019
1908,,Owen,St,,Entire,40203,5,Portland,6/4/2018,3/14/2019
1910,,Owen,St,,Entire,40203,5,Portland,8/30/2018,3/14/2019
1921,W,Market,St,,Entire,40203,5,Portland,2/13/2019,3/26/2019
132,N,Shawnee,Ter,,Entire,40212,5,Shawnee,2/14/2018,3/26/2019
612,S,22nd,St,,Entire,40211,4,Russell,3/18/2019,4/1/2019
425,,M,St,,Entire,40208,6,South Louisville,3/1/2019,4/1/2019
2417,,Portland,Ave,,Entire,40212,5,Portland,3/1/2019,4/1/2019
5905,,Shelby,St,,Entire,40291,22,Fern Creek,3/1/2019,4/2/2019
2425,,Griffiths,Ave,,Entire,40212,5,Portland,3/1/2019,4/8/2019
2013,W,Jefferson,St,,Entire,40203,4,Russell,3/14/2018,4/12/2019
535,S,22nd,St,,Entire,40211,4,Russell,6/22/2018,4/18/2019
2231,,Duncan,St,,Entire,40212,4,Portland,3/19/2018,4/23/2019
1917,,Magazine,St,,Entire,40203,4,Russell,2/2/2018,4/23/2019
2333,,Woodland,Ave,,Entire,40210,6,Park Hill,4/4/2019,4/23/2019
411,S,18th,St,,Entire,40203,4,Russell,8/16/2018,5/1/2019
3721,,Cliff,Ave,,Entire,40216,15,Wyandotte/Oakdale,2/7/2018,5/1/2019
419,,Montana,Ave,,Entire,40208,6,South Louisville,4/19/2019,5/6/2019
337,N,22nd,St,,Entire,40212,5,Portland,12/14/2018,6/3/2019
221,S,26th,St,,Entire,40212,5,Russell,12/14/2018,6/3/2019
521,N,31st,St,,Entire,40212,5,Portland,12/14/2018,6/3/2019
3132,W,Jefferson,St,,Entire,40212,5,Russell,12/21/2017,6/3/2019
3214,,Kirby,Ave,,Garage,40211,1,Parkland,4/29/2019,6/3/2019
3760,,Parthenia,Ave,,Garage,40215,15,Jacobs,7/19/2018,6/3/2019
2817,,Rowan,St,,Entire,40212,5,Portland,12/14/2018,6/3/2019
2650,,Bank,St,,Garage,40214,5,Portland,4/4/2018,6/5/2019
4134,,Greenwood,Ave,,Entire,40203,1,Chickasaw,5/16/2019,6/6/2019
3018,,Hale,Ave,,Entire,40211,1,Parkland,8/16/2018,6/10/2019
1024,,Dresden,Ave,,Garage,40215,15,Wyandotte,6/28/2018,6/12/2019
314,N,22nd,St,,Entire,40212,5,Portland,7/1/2018,6/13/2019
3313,,Bank,St,,Entire,40212,5,Portland,4/16/2018,6/18/2019
2702,,Bank,St,,Entire,40212,5,Portland,9/24/2018,6/20/2019
2421,,Duncan,St,,Entire,40212,5,Portland,5/24/2019,6/24/2019
2532,,Duncan,St,,Entire,40212,5,Portland,9/24/2019,6/24/2019
5101,S,Overbrook,St,,Entire,40216,1,Lake Dreamland,3/23/2018,6/27/2019
1440,,Catalpa,St,,Entire,40211,1,Parkland,12/14/2018,6/28/2019
1752,,Dumesnil,St,,Entire,40210,6,Park Hill,11/2/2018,6/28/2019
2438,,Elliott,Ave,,Entire,40211,6,Russell,5/4/2018,6/28/2019
2810,,Finn,Ave,,Entire,40208,15,South Louisville,5/2/2018,6/28/2019
1829,,Greenwood,Ave,,Entire,40210,6,California,10/16/2018,6/28/2019
1758,W,Ormsby,Ave,,Entire,40210,6,Park Hill,12/14/2018,6/28/2019
2224,,Osage,Ave,,Entire,40201,6,California,12/14/2018,6/28/2019
1842-1844,,Portland,Ave,,Entire,40203,5,Portland,5/16/2019,6/28/2019
954,S,Shelby,St,,Entire,40203,4,Smoketown,5/16/2019,6/28/2019
2100,,St Xavier,St,,Entire,40212,5,Portland,5/28/2019,6/28/2019
